number,name,region,weight,height,type1,type2,height,Evolution,Evolution2,Evolution3,Evolution4,Evolution5,Evolution6,Evolution7,Evolution8,EV Method,EV Method2,EV Method3,EV Method4,EV Method5,EV Method6,EV Method7,EV Method8,EV Stage,"R,B,Y","G,S,C","R,S,E","FR,LG","D,P,P","HG,SS","B,W,B2,W2","X,Y","OR,AS","S,M,US,UM","LGP,LGE","S,S",Entry Red,Entry Blue,Entry Yellow,Entry Gold,Entry Silver,Entry Crystal,Entry Ruby,Entry Saphire,Entry Emerald,Entry Fire Red,Entry Leaf Green,Entry Diamond,Entry Pearl,Entry Platinum,Entry Heart Gold,Entry Soul Silver,Entry Black,Entry White,Entry Black 2,Entry White 2,Entry X,Entry Y,Entry Omega Ruby,Entry Alpha Saphire,Entry Sun,Entry Moon,Entry Ultra Sun,Entry Ultra Moon,Entry Let's Go Pikachu,Entry Let's Go Eevee,Entry Sword,Entry Shield
626,bouffalant,Unova,208.6,"5'03""",normal,,5.03,,,,,,,,,,,,,,,,,0,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,rufflet,Unova,23.1,"1'08""",normal,flying,1.08,braviary,,,,,,,,54,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,braviary,Unova,90.4,"4'11""",normal,flying,4.11,,,,,,,,,,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,vullaby,Unova,19.8,"1'08""",dark,flying,1.08,mandibuzz,,,,,,,,54,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,mandibuzz,Unova,87.1,"3'11""",dark,flying,3.11,,,,,,,,,,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,heatmor,Unova,127.9,"4'07""",fire,,4.07,,,,,,,,,,,,,,,,,0,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,durant,Unova,72.8,"1'00""",bug,steel,1,,,,,,,,,,,,,,,,,0,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,deino,Unova,38.1,"2'07""",dark,dragon,2.07,zweilous,,,,,,,,50,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,zweilous,Unova,110.2,"4'07""",dark,dragon,4.07,hydreigon,,,,,,,,64,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,hydreigon,Unova,352.7,"5'11""",dark,dragon,5.11,,,,,,,,,,,,,,,,,3,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,larvesta,Unova,63.5,"3'07""",bug,fire,3.07,volcarona,,,,,,,,59,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,volcarona,Unova,101.4,"5'03""",bug,fire,5.03,,,,,,,,,,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,cobalion,Unova,551.1,"6'11""",steel,fighting,6.11,,,,,,,,,,,,,,,,,0,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,terrakion,Unova,573.2,"6'03""",rock,fighting,6.03,,,,,,,,,,,,,,,,,0,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,virizion,Unova,440.9,"6'07""",grass,fighting,6.07,,,,,,,,,,,,,,,,,0,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,tornadus,Unova,138.9,"4'11""",flying,,4.11,,,,,,,,,,,,,,,,,0,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,thundurus,Unova,134.5,"4'11""",electric,flying,4.11,,,,,,,,,,,,,,,,,0,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,reshiram,Unova,727.5,"10'06""",dragon,fire,10.06,,,,,,,,,,,,,,,,,0,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,zekrom,Unova,760.6,"9'06""",dragon,electric,9.06,,,,,,,,,,,,,,,,,0,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,landorus,Unova,149.9,"4'11""",ground,flying,4.11,,,,,,,,,,,,,,,,,0,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,kyurem,Unova,716.5,"9'10""",dragon,ice,9.1,,,,,,,,,,,,,,,,,0,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,keldeo,Unova,106.9,"4'07""",water,fighting,4.07,,,,,,,,,,,,,,,,,0,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,meloetta,Unova,14.3,"2'00""",normal,psychic,2,,,,,,,,,,,,,,,,,0,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648.1,meloetta,Unova,14.3,"2'00""",normal,fighting,2,,,,,,,,,,,,,,,,,0,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,genesect,Unova,181.9,"4'11""",bug,steel,4.11,,,,,,,,,,,,,,,,,0,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,chespin,Kalos,19.8,"1'04""",grass,,1.04,quiladin,,,,,,,,16,,,,,,,,1,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,quiladin,Kalos,63.9,"2'04""",grass,,2.04,chesnaught,,,,,,,,36,,,,,,,,2,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,chesnaught,Kalos,198.4,"5'03""",grass,fighting,5.03,,,,,,,,,,,,,,,,,3,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,fennekin,Kalos,20.7,"1'04""",fire,,1.04,braixen,,,,,,,,16,,,,,,,,1,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,braixen,Kalos,32,"3'03""",fire,,3.03,delphox,,,,,,,,36,,,,,,,,2,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,delphox,Kalos,86,"4'11""",fire,psychic,4.11,,,,,,,,,,,,,,,,,3,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,froakie,Kalos,15.4,"1'00""",water,,1,frogadier,,,,,,,,16,,,,,,,,1,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,frogadier,Kalos,24,"2'00""",water,,2,greninja,,,,,,,,36,,,,,,,,2,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,greninja,Kalos,88.2,"4'11""",water,dark,4.11,,,,,,,,,,,,,,,,,3,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,bunnelby,Kalos,11,"1'04""",normal,,1.04,diggersby,,,,,,,,20,,,,,,,,1,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,diggersby,Kalos,93.5,"3'03""",normal,ground,3.03,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,fletchling,Kalos,3.7,"1'00""",normal,flying,1,fletchinder,,,,,,,,17,,,,,,,,1,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,fletchinder,Kalos,35.3,"2'04""",fire,flying,2.04,talonflame,,,,,,,,35,,,,,,,,2,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,talonflame,Kalos,54,"3'11""",fire,flying,3.11,,,,,,,,,,,,,,,,,3,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,scatterbug,Kalos,5.5,"1'00""",bug,,1,spewpa,,,,,,,,9,,,,,,,,1,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,spewpa,Kalos,18.5,"1'00""",bug,,1,vivillon,,,,,,,,12,,,,,,,,2,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,vivillon,Kalos,37.5,"3'11""",bug,flying,3.11,,,,,,,,,,,,,,,,,3,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,litleo,Kalos,29.8,"2'00""",fire,normal,2,pyroar,,,,,,,,35,,,,,,,,1,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,pyroar,Kalos,179.7,"4'11""",fire,normal,4.11,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Flabébé,Kalos,0.2,"0'04""",fairy,,0.04,floette,,,,,,,,19,,,,,,,,1,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,floette,Kalos,2,"0'08""",fairy,,0.08,florges,,,,,,,,Shiny stone,,,,,,,,2,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,florges,Kalos,22,"3'07""",fairy,,3.07,,,,,,,,,,,,,,,,,3,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,skiddo,Kalos,68.3,"2'11""",grass,,2.11,gogoat,,,,,,,,32,,,,,,,,1,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,gogoat,Kalos,200.6,"5'07""",grass,,5.07,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,pancham,Kalos,17.6,"2'00""",fighting,,2,pangoro,,,,,,,,32 with a dark type in team,,,,,,,,1,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,pangoro,Kalos,299.8,"6'11""",fighting,dark,6.11,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,furfrou,Kalos,61.7,"3'11""",normal,,3.11,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,espurr,Kalos,7.7,"1'00""",psychic,,1,meowstic,,,,,,,,25,,,,,,,,1,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,meowstic,Kalos,18.7,"2'00""",psychic,,2,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,honedge,Kalos,4.4,"2'07""",steel,ghost,2.07,doublade,,,,,,,,35,,,,,,,,1,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,doublade,Kalos,9.9,"2'07""",steel,ghost,2.07,aegislash,,,,,,,,dusk stone,,,,,,,,2,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,aegislash,Kalos,116.8,"5'07""",steel,ghost,5.07,,,,,,,,,,,,,,,,,3,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,spritzee,Kalos,1.1,"0'08""",fairy,,0.08,aromatisse,,,,,,,,trade with a sachet,,,,,,,,1,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,aromatisse,Kalos,34.2,"2'07""",fairy,,2.07,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,swirlix,Kalos,7.7,"1'04""",fairy,,1.04,slurpuff,,,,,,,,trade with a whipped dream,,,,,,,,1,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,slurpuff,Kalos,11,"2'07""",fairy,,2.07,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,inkay,Kalos,7.7,"1'04""",dark,psychic,1.04,malamar,,,,,,,,30 with the console upside down,,,,,,,,1,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,malamar,Kalos,103.6,"4'11""",dark,psychic,4.11,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,binacle,Kalos,68.3,"1'08""",rock,water,1.08,barbaracle,,,,,,,,39,,,,,,,,1,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,barbaracle,Kalos,211.6,"4'03""",rock,water,4.03,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,skrelp,Kalos,16.1,"1'08""",poison,water,1.08,dragalage,,,,,,,,48,,,,,,,,1,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,dragalage,Kalos,179.7,"5'11""",poison,dragon,5.11,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,clauncher,Kalos,18.3,"1'08""",water,,1.08,clawitzer,,,,,,,,37,,,,,,,,1,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,clawitzer,Kalos,77.8,"4'03""",water,,4.03,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,helioptile,Kalos,13.2,"1'08""",electric,normal,1.08,heliolisk,,,,,,,,sun stone,,,,,,,,1,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,heliolisk,Kalos,46.3,"3'03""",electric,normal,3.03,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,tyrunt,Kalos,57.3,"2'07""",rock,dragon,2.07,tyrantrum,,,,,,,,39 during day,,,,,,,,1,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,tyrantrum,Kalos,595.2,"8'02""",rock,dragon,8.02,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,amaura,Kalos,55.6,"4'03""",rock,ice,4.03,aurorus,,,,,,,,39 during night,,,,,,,,1,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,aurorus,Kalos,496,"8'10""",rock,ice,8.1,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,sylveon,Kalos,51.8,"3'03""",fairy,,3.03,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,hawlucha,Kalos,47.4,"2'07""",fighting,flying,2.07,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,dedenne,Kalos,4.9,"0'08""",electric,fairy,0.08,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,carbink,Kalos,12.6,"1'00""",rock,fairy,1,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,goomy,Kalos,6.2,"1'00""",dragon,,1,sliggoo,,,,,,,,40,,,,,,,,1,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,sliggoo,Kalos,38.6,"2'07""",dragon,,2.07,goodra,,,,,,,,50 with rain,,,,,,,,2,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,goodra,Kalos,331.8,"6'07""",dragon,,6.07,,,,,,,,,,,,,,,,,3,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,klefki,Kalos,6.6,"0'08""",steel,fairy,0.08,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,phantump,Kalos,15.4,"1'04""",ghost,grass,1.04,trevenant,,,,,,,,trade,,,,,,,,1,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,trevenant,Kalos,156.5,"4'11""",ghost,grass,4.11,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,pumpkaboo,Kalos,11,"1'04""",ghost,grass,1.04,gourgeist,,,,,,,,trade,,,,,,,,1,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,gourgeist,Kalos,27.6,"2'11""",ghost,grass,2.11,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,bergmite,Kalos,219.4,"3'03""",ice,,3.03,avalugg,,,,,,,,37,,,,,,,,1,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,avalugg,Kalos,1113.3,"6'07""",ice,,6.07,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,noibat,Kalos,17.6,"1'08""",flying,dragon,1.08,noivern,,,,,,,,48,,,,,,,,1,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,noivern,Kalos,187.4,"4'11""",flying,dragon,4.11,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,xerneas,Kalos,474,"9'10""",fairy,,9.1,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,yveltal,Kalos,447.5,"19'00""",dark,flying,19,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,zygarde 50%,Kalos,672.4,"3'11""",dragon,ground,3.11,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718.1,zygarde 10%,Kalos,73.9,"16'05""",dragon,ground,16.05,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718.2,zygarde 100%,Kalos,1344.8,"14'09""",dragon,ground,14.09,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,diancie,Kalos,19.4,"2'04""",rock,fairy,2.04,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,hoopa,Kalos,19.8,"1'08""",psychic,ghost,1.08,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720.1,hoopa,Kalos,1080.2,"21'04""",psychic,dark,21.04,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,volcanion,Kalos,429.9,"5'07""",fire,water,5.07,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,rowlet,Alola,3.3,"1'00""",grass,flying,1,dartrix,,,,,,,,17,,,,,,,,1,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,dartrix,Alola,35.3,"2'04""",grass,flying,2.04,decidueye,,,,,,,,34,,,,,,,,2,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,decidueye,Alola,80.7,"5'03""",grass,ghost,5.03,,,,,,,,,,,,,,,,,3,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,litten,Alola,9.5,"1'04""",fire,,1.04,torracat,,,,,,,,17,,,,,,,,1,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,torracat,Alola,55.1,"2'04""",fire,,2.04,incineroar,,,,,,,,34,,,,,,,,2,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,incineroar,Alola,183,"5'11""",fire,dark,5.11,,,,,,,,,,,,,,,,,3,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,popplio,Alola,16.5,"1'04""",water,,1.04,brionne,,,,,,,,17,,,,,,,,1,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,brionne,Alola,38.6,"2'00""",water,,2,primarina,,,,,,,,34,,,,,,,,2,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,primarina,Alola,97,"5'11""",water,fairy,5.11,,,,,,,,,,,,,,,,,3,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,pikipek,Alola,2.6,"1'00""",normal,flying,1,trumbeak,,,,,,,,14,,,,,,,,1,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,trumbeak,Alola,32.6,"2'00""",normal,flying,2,toucannon,,,,,,,,28,,,,,,,,2,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,toucannon,Alola,57.3,"3'07""",normal,flying,3.07,,,,,,,,,,,,,,,,,3,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,yungoos,Alola,13.2,"1'04""",normal,,1.04,gumshoos,,,,,,,,20 during day,,,,,,,,1,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,gumshoos,Alola,31.3,"2'04""",normal,,2.04,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,grubbin,Alola,9.7,"1'04""",bug,,1.04,charjabugg,,,,,,,,20,,,,,,,,1,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,charjabugg,Alola,23.1,"1'08""",bug,electric,1.08,vikavolt,,,,,,,,thunderstone or lvl+ in electric area,,,,,,,,2,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,vikavolt,Alola,99.2,"4'11""",bug,electric,4.11,,,,,,,,,,,,,,,,,3,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,crabrawler,Alola,15.4,"2'00""",fighting,,2,crabominable,,,,,,,,lvl+ on top of Mount Lanakina,,,,,,,,1,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,crabominable,Alola,396.8,"5'07""",fighting,ice,5.07,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,oricorio,Alola,7.5,"2'00""",fire,flying,2,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741.1,oricorio,Alola,7.5,"2'00""",electric,flying,2,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741.2,oricorio,Alola,7.5,"2'00""",psychic,flying,2,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741.3,oricorio,Alola,7.5,"2'00""",ghost,flying,2,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,cutiefly,Alola,0.4,"0'04""",bug,fairy,0.04,ribombee,,,,,,,,25,,,,,,,,1,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,ribombee,Alola,1.1,"0'08""",bug,fairy,0.08,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,rockruff,Alola,20.3,"1'08""",rock,,1.08,lycanroc,lycanroc,lycanroc,,,,,,25 during day,25 during night,25 with ability own tempo and between 7pm and 8pm,,,,,,1,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,lycanroc,Alola,55.1,"2'07""",rock,,2.07,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745.1,lycanroc,Alola,55.1,"3'07""",rock,,3.07,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745.2,lycanroc,Alola,55.1,"2'07""",rock,,2.07,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,wishiwashi,Alola,0.7,"0'08""",water,,0.08,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,mareanie,Alola,17.6,"1'04""",poison,water,1.04,toxapex,,,,,,,,38,,,,,,,,1,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
